85 0.354 0.078 0.568
86 0.302 0.036 0.662
87 0.267 0.1215 0.6115
88 0.2945 0.049 0.6565
89 0.301 0.1505 0.5485
90 0.1095 0 0.8905
91 0.2575 0.023 0.7195
92 0.316 0.069 0.615
93 0.1255 0.1705 0.704
94 0.238 0.1785 0.5835
95 0.304 0.0965 0.5995
96 0.002 0.069 0.929
97 0.312 0.1025 0.5855
98 0.3565 0.088 0.5555
99 0.241 0.1255 0.6335
100 0.009 0.4625 0.5285
101 0.218 0.0875 0.6945
102 0.2955 0.0505 0.654
103 0.2985 0.042 0.6595
104 0.005 0.993 0.002
105 0.369 0.0895 0.5415
106 0.3015 0.0315 0.667
107 0.459 0.056 0.485
108 0.342 0.103 0.555
109 0.3785 0.0125 0.609
110 0.294 0.02 0.686
111 0.245 0.141 0.614
112 0.259 0.1415 0.5995
113 0.2965 0.121 0.5825
114 0.367 0.0735 0.5595
115 0.2865 0.0465 0.667
116 0.2835 0.0775 0.639
117 0.228 0.055 0.717
118 0.3905 0.082 0.5275
119 0.2225 0.0585 0.719
120 0.139 0.054 0.807
121 0.224 0.014 0.762
122 0.359 0.0325 0.6085
123 0.0205 0 0.9795
124 0.298 0.0465 0.6555
125 0.403 0.02 0.577
126 0.065 0.304 0.631
127 0.164 0.1765 0.6595
128 0.2335 0.0395 0.727
129 0.168 0.2695 0.5625
130 0.3435 0.0885 0.568
131 0.057 0 0.943
132 0.363 0.056 0.581
133 0.4185 0.048 0.5335
134 0.2105 0.046 0.7435
135 0.196 0.2775 0.5265
136 0.3825 0.06 0.5575
137 0.3 0.129 0.571
138 0.1095 0 0.8905
139 0.2345 0.213 0.5525
140 0.2215 0.036 0.7425
141 0.3655 0.0505 0.584
142 0.1025 0 0.8975
143 0.22 0.037 0.743
144 0.244 0.019 0.737
145 0.037 0.4945 0.4685
146 0.209 0.226 0.565
147 0.3275 0.0975 0.575
148 0.1785 0.0005 0.821
149 0.2365 0.093 0.6705
150 0.2795 0.06 0.6605
151 0.3915 0.1005 0.508
152 0.3185 0.2115 0.47
153 0.407 0.062 0.531
154 0.3235 0.095 0.5815
155 0.2885 0.0135 0.698
156 0.217 0.068 0.715
157 0.2115 0.0165 0.772
158 0.4335 0.084 0.4825
159 0.3195 0.039 0.6415
160 0.2975 0.034 0.6685
161 0.327 0.01 0.663
162 0.382 0.063 0.555
163 0.1855 0.058 0.7565
164 0.315 0.171 0.514
165 0.288 0.126 0.586
166 0.2035 0.07 0.7265
167 0.446 0.0475 0.5065
168 0.234 0.098 0.668
169 0.4385 0.106 0.4555
170 0.2455 0.067 0.6875
171 0.1725 0.2115 0.616
172 0.2095 0.0685 0.722
173 0.3105 0.1455 0.544
174 0.2245 0.1165 0.659
175 0.0565 0.0085 0.935
176 0.223 0.062 0.715
177 0.034 0 0.966
178 0.2055 0.05 0.7445
179 0.34 0.1135 0.5465
180 0.237 0.0985 0.6645
181 0.374 0.04 0.586
182 0.228 0.406 0.366
183 0.3535 0.083 0.5635
184 0.2855 0.141 0.5735
185 0.288 0.0955 0.6165
186 0.3635 0.0565 0.58
187 0.3665 0.117 0.5165
188 0.244 0.364 0.392
189 0.2745 0.148 0.5775
190 0.2515 0.102 0.6465
191 0.4915 0.094 0.4145
192 0.302 0.108 0.59
193 0.373 0.0525 0.5745
194 0.1745 0.078 0.7475
195 0.211 0.0405 0.7485
196 0.205 0.0975 0.6975
197 0.2845 0.088 0.6275
198 0.2845 0.1385 0.577
199 0.3095 0.069 0.6215
200 0.2955 0.066 0.6385
201 0.3015 0.1055 0.593
202 0.27 0.0505 0.6795
203 0.144 0.099 0.757
204 0.2455 0.0585 0.696
205 0.274 0.0635 0.6625
206 0.316 0.044 0.64
207 0.3205 0.115 0.5645
208 0.3155 0.145 0.5395
209 0.3295 0.0745 0.596
210 0.3505 0.1085 0.541
211 0.274 0.238 0.488
212 0.3725 0.0595 0.568
213 0.3465 0.093 0.5605
214 0.084 0 0.916
215 0.24 0.048 0.712
216 0.2405 0.042 0.7175
217 0.1505 0.1985 0.651
218 0.407 0.064 0.529
219 0.056 0 0.944
220 0.477 0.1215 0.4015
221 0.335 0.117 0.548
222 0.0095 0.0855 0.905
223 0.1675 0.002 0.8305
224 0.284 0.0845 0.6315
225 0.3485 0.1005 0.551
226 0.4255 0.0665 0.508
227 0.281 0.0315 0.6875
228 0.4075 0.1045 0.488
229 0.044 0 0.956
230 0.275 0.042 0.683
231 0.2725 0.0225 0.705
232 0.2965 0.036 0.6675
233 0.2335 0.0235 0.743
234 0.191 0.0255 0.7835
235 0.0505 0.001 0.9485
236 0.32 0.102 0.578
237 0.2825 0.041 0.6765
238 0.2665 0.102 0.6315
239 0.409 0.0395 0.5515
240 0.3325 0.059 0.6085
241 0.286 0.081 0.633
242 0.1905 0.093 0.7165
243 0.241 0.1065 0.6525
244 0.282 0.0795 0.6385
245 0.1825 0.1985 0.619
246 0.3125 0.1985 0.489
247 0.3555 0.0765 0.568
248 0.383 0.0975 0.5195
249 0.355 0.167 0.478
250 0.3985 0.0875 0.514
251 0.311 0.064 0.625
252 0.2355 0.0455 0.719
253 0.409 0.0565 0.5345
254 0.222 0.028 0.75
255 0.409 0.0565 0.5345
256 0.2545 0.0495 0.696
257 0.208 0.0615 0.7305
258 0.3855 0.139 0.4755
259 0.266 0.0305 0.7035
260 0.327 0.0615 0.6115
261 0.0465 0 0.9535
262 0.007 0 0.993
263 0.0065 0 0.9935
264 0.2835 0.0045 0.712
265 0.304 0.138 0.558
266 0.14 0.2105 0.6495
267 0.4115 0.048 0.5405
268 0.215 0.0855 0.6995
269 0.235 0.186 0.579
270 0.291 0.073 0.636
271 0.1695 0.0055 0.825
272 0.2995 0.1575 0.543
273 0.492 0.0865 0.4215
274 0.148 0.0335 0.8185
275 0.093 0.767 0.14
276 0.2935 0.107 0.5995
277 0.339 0.1145 0.5465
278 0.3275 0.2505 0.422
279 0.1535 0 0.8465
280 0.023 0.517 0.46
281 0.001 0.496 0.503
282 0.12 0.3705 0.5095
283 0.338 0.065 0.597
284 0.3095 0.1545 0.536
285 0.1895 0.1225 0.688
286 0.3875 0.044 0.5685
287 0.1765 0.2575 0.566
288 0.2505 0.0205 0.729
289 0.2725 0.1605 0.567
290 0.301 0.065 0.634
291 0.1945 0.1 0.7055
292 0.2485 0.0665 0.685
293 0.32 0.032 0.648
294 0.353 0.0755 0.5715
295 0.2675 0.0745 0.658
296 0.0955 0.0595 0.845
297 0.385 0.0785 0.5365
298 0.1915 0.02 0.7885
299 0.3815 0.089 0.5295
300 0.3115 0.2075 0.481
301 0.262 0.0975 0.6405
302 0.3105 0.038 0.6515
303 0.1675 0.05 0.7825
304 0.2065 0.0755 0.718
305 0.2825 0.051 0.6665
306 0.3875 0.05 0.5625
307 0.032 0 0.968
308 0.308 0.133 0.559
309 0.3815 0.0775 0.541
310 0.276 0.1705 0.5535
311 0.247 0.0885 0.6645
312 0.247 0.0525 0.7005
313 0.2895 0.07 0.6405
314 0.24 0.065 0.695
315 0.175 0.0725 0.7525
316 0.28 0.0685 0.6515
317 0.1245 0.373 0.5025
318 0.261 0.037 0.702
319 0.283 0.0355 0.6815
320 0.2315 0.0875 0.681
321 0.096 0.0745 0.8295
322 0.247 0.103 0.65
323 0.2785 0.055 0.6665
324 0.0965 0.0465 0.857
325 0.406 0.062 0.532
326 0.2845 0.108 0.6075
327 0.417 0.0605 0.5225
328 0.2865 0.1675 0.546
329 0.1895 0.1615 0.649
330 0.3175 0.022 0.6605
331 0.3365 0.133 0.5305
332 0.3915 0.1535 0.455
333 0.2625 0.101 0.6365
334 0.349 0.0655 0.5855
335 0.336 0.0585 0.6055
336 0.2635 0.095 0.6415
337 0.2105 0.104 0.6855
338 0.226 0.117 0.657
339 0.4755 0.117 0.4075
340 0.278 0.1345 0.5875
341 0.149 0.3835 0.4675
342 0.305 0.145 0.55
343 0.297 0.102 0.601
344 0.287 0.0775 0.6355
345 0.27 0.2005 0.5295
346 0.3195 0.0395 0.641
347 0.3515 0.021 0.6275
348 0.3715 0.1145 0.514
349 0.0795 0.082 0.8385
350 0.291 0.1845 0.5245
351 0.2265 0.119 0.6545
352 0.2955 0.0395 0.665
353 0.404 0.096 0.5
354 0.3135 0.0325 0.654
355 0.2855 0.1025 0.612
356 0.233 0.07 0.697
357 0.305 0.0315 0.6635
358 0.3085 0.108 0.5835
359 0.1715 0.0205 0.808
360 0.4015 0.053 0.5455
361 0.032 0 0.968
362 0.273 0.043 0.684
363 0.3295 0.0845 0.586
364 0.351 0.08 0.569
365 0.178 0.192 0.63
366 0.076 0.097 0.827
367 0.387 0.0825 0.5305
368 0.301 0.094 0.605
369 0.2145 0.0945 0.691
370 0.3015 0.043 0.6555
371 0.222 0.0505 0.7275
372 0.2395 0.0375 0.723
373 0.294 0.035 0.671
374 0.3725 0.319 0.3085
375 0.304 0.1215 0.5745
376 0.3625 0.0305 0.607
377 0.3555 0.1085 0.536
378 0.327 0.1675 0.5055
379 0.2885 0.1135 0.598
380 0.1285 0.102 0.7695
381 0.3755 0.05 0.5745
382 0.3145 0.0605 0.625
383 0.353 0.1 0.547
384 0.2715 0.1065 0.622
385 0.169 0.0475 0.7835
386 0.2385 0.08 0.6815
387 0.38 0.084 0.536
388 0.2865 0.233 0.4805
389 0.411 0.0515 0.5375
390 0.3795 0.1505 0.47
391 0.4055 0.0865 0.508
392 0.2615 0.037 0.7015
393 0.307 0.075 0.618
394 0.412 0.103 0.485
395 0.283 0.0835 0.6335
396 0.394 0.067 0.539
397 0.265 0.2515 0.4835
398 0.2615 0.2305 0.508
399 0.316 0.0895 0.5945
400 0.062 0.003 0.935
401 0.2225 0.05 0.7275
402 0.478 0.072 0.45
403 0.3045 0.204 0.4915
404 0.3075 0.131 0.5615
405 0.2315 0.102 0.6665
406 0.2245 0.067 0.7085
407 0.359 0.0665 0.5745
408 0.392 0.074 0.534
409 0.231 0.0215 0.7475
410 0.3585 0.055 0.5865
411 0.3175 0.054 0.6285
412 0.14 0.0595 0.8005
413 0.193 0.0385 0.7685
414 0.352 0.095 0.553
415 0.13 0.0245 0.8455
416 0.29 0.067 0.643
417 0.2965 0.0565 0.647
418 0.228 0.013 0.759
419 0.369 0.093 0.538
420 0.265 0.0815 0.6535
421 0.259 0.088 0.653
422 0.456 0.0415 0.5025
423 0.304 0.066 0.63
424 0.351 0.0875 0.5615
425 0.1375 0.0235 0.839
426 0.33 0.069 0.601
427 0.4525 0.098 0.4495
428 0.1375 0.124 0.7385
429 0.2085 0.213 0.5785
430 0.321 0.061 0.618
431 0.1785 0.4355 0.386
432 0.3215 0.056 0.6225
433 0.262 0.048 0.69
434 0.2815 0.23 0.4885
435 0.28 0.1455 0.5745
436 0.195 0 0.805
437 0.25 0.095 0.655
438 0.1885 0.0445 0.767
439 0.3345 0.0775 0.588
440 0.1615 0.0545 0.784
441 0.2555 0.281 0.4635
442 0.3065 0.0965 0.597
443 0.145 0.069 0.786
444 0.3005 0.087 0.6125
445 0.37 0.1225 0.5075
446 0.3235 0.0955 0.581
447 0.285 0.192 0.523
448 0.421 0.0715 0.5075
449 0.2325 0.029 0.7385
450 0.1055 0.002 0.8925
451 0.324 0.205 0.471
452 0.305 0.027 0.668
453 0.2785 0.0645 0.657
454 0.0575 0.0145 0.928
455 0.328 0.0625 0.6095
456 0.3435 0.124 0.5325
457 0.1805 0 0.8195
458 0.063 0 0.937
459 0.171 0.147 0.682
460 0.3625 0.0935 0.544
461 0.387 0.1105 0.5025
462 0.377 0.061 0.562
463 0.1795 0.001 0.8195
464 0.3355 0.1615 0.503
465 0.358 0.032 0.61
466 0.474 0.064 0.462
467 0.1095 0.0225 0.868
468 0.264 0.059 0.677
469 0.0465 0 0.9535
470 0.1835 0.0175 0.799
471 0.1815 0.0245 0.794
472 0.2135 0.057 0.7295
473 0.036 0.0545 0.9095
474 0.3155 0.131 0.5535
475 0.145 0.2945 0.5605
476 0.2705 0.1045 0.625
477 0.153 0 0.847
478 0.0225 0 0.9775
479 0 1 0
480 0.0725 0.854 0.0735
481 0.3795 0.055 0.5655
482 0.139 0.038 0.823
483 0.193 0.5665 0.2405
484 0.281 0.0455 0.6735
485 0.383 0.1755 0.4415
486 0.2945 0.11 0.5955
487 0.36 0.0905 0.5495
488 0.353 0.2635 0.3835
489 0.232 0.1025 0.6655
490 0.4285 0.108 0.4635
491 0.3205 0.0395 0.64
492 0.403 0.1115 0.4855
493 0.2935 0.0645 0.642
494 0.2305 0.07 0.6995
495 0.007 0.62 0.373
496 0.3235 0.1185 0.558
497 0.285 0.186 0.529
498 0.278 0 0.722
499 0.0095 0 0.9905
500 0.067 0 0.933
501 0.185 0.0135 0.8015
502 0.3555 0.178 0.4665
503 0.4235 0.085 0.4915
504 0.174 0.1155 0.7105
505 0.264 0.0595 0.6765
506 0.0735 0.045 0.8815
507 0.405 0.055 0.54
508 0.213 0.034 0.753
509 0.4055 0.0845 0.51
510 0.022 0.443 0.535
511 0.301 0.0835 0.6155
512 0.259 0.0935 0.6475
513 0.385 0.0755 0.5395
514 0.371 0.036 0.593
515 0.291 0.1595 0.5495
516 0.338 0.167 0.495
517 0.0505 0 0.9495
518 0.34 0.331 0.329
519 0.304 0.022 0.674
520 0.186 0.011 0.803
521 0.3975 0.1 0.5025
522 0.156 0.069 0.775
523 0.3625 0.0585 0.579
524 0.3395 0.0535 0.607
525 0.341 0.0895 0.5695
526 0.318 0.054 0.628
527 0.276 0.046 0.678
528 0.3095 0.0655 0.625
529 0.3015 0.044 0.6545
530 0.1755 0.001 0.8235
531 0.124 0.0285 0.8475
532 0.407 0.0875 0.5055
533 0.206 0.114 0.68
534 0.355 0.183 0.462
535 0.216 0.063 0.721
536 0.1855 0.005 0.8095
537 0.3265 0.041 0.6325
538 0.2325 0.0255 0.742
539 0.2395 0.039 0.7215
540 0.1555 0.037 0.8075
541 0.3285 0.1285 0.543
542 0.1435 0.1675 0.689
543 0.3665 0.0975 0.536
544 0.2115 0.0825 0.706
545 0.1785 0.2395 0.582
546 0.082 0 0.918
547 0.2645 0.021 0.7145
548 0.498 0.102 0.4
549 0.1895 0.106 0.7045
550 0.397 0.0785 0.5245
551 0.232 0.0915 0.6765
552 0.0915 0 0.9085
553 0.3585 0.004 0.6375
554 0.268 0.0515 0.6805
555 0.2405 0.046 0.7135
556 0.224 0.147 0.629
557 0.2625 0.056 0.6815
558 0.296 0.0735 0.6305
559 0.2155 0.023 0.7615
560 0.345 0.037 0.618
561 0.2715 0.038 0.6905
562 0.289 0.1165 0.5945
563 0.324 0.01 0.666
564 0.202 0.016 0.782
565 0.26 0.084 0.656
566 0.381 0.1055 0.5135
567 0.1915 0.099 0.7095
568 0.1705 0.028 0.8015
569 0.417 0.054 0.529
570 0.281 0.059 0.66
571 0.239 0.4445 0.3165
572 0.095 0.0025 0.9025
573 0.2675 0.059 0.6735
574 0.1695 0.055 0.7755
575 0.272 0.15 0.578
576 0.2395 0.0835 0.677
577 0.344 0.043 0.613
578 0.259 0.11 0.631
579 0.072 0.816 0.112
580 0.215 0.0395 0.7455
581 0.2745 0.0665 0.659
582 0.1795 0.1285 0.692
583 0.41 0.1275 0.4625
584 0.3765 0.1525 0.471
585 0.214 0.001 0.785
586 0.2335 0.0995 0.667
587 0.299 0.0665 0.6345
588 0.2585 0.1755 0.566
589 0.272 0.077 0.651
590 0.3415 0.0515 0.607
591 0.2015 0.0205 0.778
592 0.289 0.302 0.409
593 0.354 0.115 0.531
594 0.211 0.0455 0.7435
595 0.376 0.03 0.594
596 0.1475 0.1045 0.748
597 0.099 0.0005 0.9005
598 0.3005 0.0825 0.617
599 0.2705 0.069 0.6605
600 0.406 0.0885 0.5055
601 0.192 0.0695 0.7385
602 0.317 0.0865 0.5965
603 0.2475 0.035 0.7175
604 0.2605 0.0525 0.687
605 0.2835 0.0545 0.662
606 0.315 0.0815 0.6035
607 0.2705 0.016 0.7135
608 0.2085 0.009 0.7825
609 0.375 0.101 0.524
610 0.264 0.1135 0.6225
611 0.281 0.065 0.654
612 0.3925 0.0705 0.537
613 0.301 0.191 0.508
614 0.3005 0.1545 0.545
615 0.2915 0.077 0.6315
616 0.2985 0.0375 0.664
617 0.2215 0.038 0.7405
618 0.257 0.102 0.641
619 0.386 0.1545 0.4595
620 0.3225 0.105 0.5725
621 0.156 0.2035 0.6405
622 0.2655 0.2315 0.503
623 0.112 0.001 0.887
624 0.1935 0.165 0.6415
625 0.2335 0.1715 0.595
626 0.2905 0.1035 0.606
627 0.3615 0.061 0.5775
628 0.172 0.0725 0.7555
629 0.213 0.031 0.756
630 0.055 0 0.945
631 0.377 0.051 0.572
632 0.1705 0.027 0.8025
633 0.2685 0.0255 0.706
634 0.265 0.102 0.633
635 0.379 0.0375 0.5835
636 0.233 0.095 0.672
637 0.277 0.022 0.701
638 0.3245 0 0.6755
639 0.054 0 0.946
640 0.1205 0.0875 0.792
641 0.2295 0.131 0.6395
642 0.4895 0.0035 0.507
643 0.0415 0 0.9585
644 0.3635 0.0785 0.558
645 0.322 0.054 0.624
646 0.1085 0.299 0.5925
647 0.116 0.004 0.88
648 0.0065 0.984 0.0095
649 0.2295 0.051 0.7195
650 0.2405 0.0875 0.672
651 0.309 0.014 0.677
652 0.2225 0.0265 0.751
653 0.2785 0.0435 0.678
654 0.2575 0.199 0.5435
655 0.331 0.072 0.597
656 0.2275 0.049 0.7235
657 0.195 0.2635 0.5415
658 0.0895 0 0.9105
659 0.2685 0.0455 0.686
660 0.3345 0.136 0.5295
661 0.2175 0.038 0.7445
662 0.11 0 0.89
663 0.383 0.124 0.493
664 0.2245 0.14 0.6355
665 0.2745 0.0425 0.683
666 0.45 0.0655 0.4845
667 0.265 0.382 0.353
668 0.3685 0.0735 0.558
669 0.3555 0.036 0.6085
670 0.309 0.0435 0.6475
671 0.251 0.053 0.696
672 0.2735 0.1 0.6265
673 0.3645 0.04 0.5955
674 0.2335 0.1475 0.619
675 0.2655 0.0965 0.638
676 0.3325 0.1465 0.521
677 0.3835 0.078 0.5385
678 0.339 0.095 0.566
679 0.182 0.028 0.79
680 0.328 0.029 0.643
681 0.2605 0.107 0.6325
682 0.191 0.1025 0.7065
683 0.0965 0.059 0.8445
684 0.146 0.0205 0.8335
685 0.2565 0.134 0.6095
686 0.155 0.079 0.766
687 0.1775 0.0135 0.809
688 0.256 0.2475 0.4965
689 0.289 0.1415 0.5695
690 0.2685 0.049 0.6825
691 0.268 0.1755 0.5565
692 0.1335 0.0055 0.861
693 0.194 0.179 0.627
694 0.358 0.0685 0.5735
695 0.2495 0.0245 0.726
696 0.2455 0.0945 0.66
697 0.447 0.047 0.506
698 0.0315 0 0.9685
699 0.237 0.3765 0.3865
700 0.3315 0.125 0.5435
701 0.4 0.0905 0.5095
702 0.2975 0.0975 0.605
703 0.2285 0.074 0.6975
704 0.309 0.113 0.578
705 0.386 0.061 0.553
706 0.032 0 0.968
707 0.4225 0.031 0.5465
708 0.3425 0.049 0.6085
709 0.274 0.137 0.589
710 0.346 0.1435 0.5105
711 0.2215 0.044 0.7345
712 0.1165 0.09 0.7935
713 0.321 0.095 0.584
714 0.3095 0.121 0.5695
715 0.3685 0.0865 0.545
716 0.3655 0.0535 0.581
717 0.2 0.1155 0.6845
718 0.3355 0.064 0.6005
719 0.1795 0.09 0.7305
720 0.0425 0.898 0.0595
721 0.253 0.04 0.707
722 0.2455 0.0535 0.701
723 0.0355 0 0.9645
