1 16     16       16       NaN     NaN     NaN     NaN     NaN     16
2 33.25  33.41    33.56    NaN     NaN     NaN     NaN     NaN     32
3 67.82  68.12    69.35    64      64      64      NaN     NaN     64
4 130.44 136.11   138.55   127.86  129.36  128.78  128     128     128
5 249.38 265.45   271.11   247.92  256.62  257.62  256.23  256.91  256
6 447.60 519.77   503.98   485.15  500.60  502.49  512.9   513.94  512
7 660.03 965.07   831.93   854.36  983.14  946.67  1019.69 1022.1  1024
8 NaN    NaN      NaN      1379.14 1672.31 1654.89 1988.77 2004.38 2048
